name,full_name,publisher,url,level,field,type
NSPW,New Security Paradigms Workshop,ACM,http://dblp.uni-trier.de/db/conf/nspw/,C,网络与信息安全,conference
PAM,Passive and Active Measurement Conference,Springer,http://dblp.uni-trier.de/db/conf/pam/,C,网络与信息安全,conference
PETS,Privacy Enhancing Technologies Symposium,Springer,http://dblp.uni-trier.de/db/conf/pet/,C,网络与信息安全,conference
SAC,Selected Areas in Cryptography,Springer,http://dblp.uni-trier.de/db/conf/sacrypt/,C,网络与信息安全,conference
SOUPS,Symposium On Usable Privacy and Security,ACM,http://dblp.uni-trier.de/db/conf/soups/,C,网络与信息安全,conference
HotSec,,USENIX,http://www.usenix.org/events/,C,网络与信息安全,conference
EuroS&P,IEEE European Symposium on Security and Privacy,IEEE,https://dblp.org/db/conf/eurosp/index.html,C,网络与信息安全,conference
Inscrypt,International Conference on Information Security and Cryptology,Springer,https://dblp.org/db/conf/cisc/index.html,C,网络与信息安全,conference
TOPLAS,ACM Transactions on Programming Languages and Systems,ACM,http://dblp.uni-trier.de/db/journals/toplas/,A,软件工程/系统软件/程序设计语言,journal
TOSEM,ACM Transactions on Software Engineering and Methodology,ACM,http://dblp.uni-trier.de/db/journals/tosem/,A,软件工程/系统软件/程序设计语言,journal
TSE,IEEE Transactions on Software Engineering,IEEE,http://dblp.uni-trier.de/db/journals/tse/,A,软件工程/系统软件/程序设计语言,journal
TSC,IEEE Transactions on Services Computing,IEEE,http://dblp.uni-trier.de/db/journals/tsc/,A,软件工程/系统软件/程序设计语言,journal
ASE,Automated Software Engineering,Springer,http://dblp.uni-trier.de/db/journals/ase/,B,软件工程/系统软件/程序设计语言,journal
ESE,Empirical Software Engineering,Springer,http://dblp.uni-trier.de/db/journals/ese/,B,软件工程/系统软件/程序设计语言,journal
IETS,IET Software,IET,http://dblp.uni-trier.de/db/journals/iee/index.html,B,软件工程/系统软件/程序设计语言,journal
IST,Information and Software Technology,Elsevier,http://dblp.uni-trier.de/db/journals/infsof/index.html,B,软件工程/系统软件/程序设计语言,journal
JFP,Journal of Functional Programming,Cambridge University Press,http://dblp.uni-trier.de/db/journals/jfp/,B,软件工程/系统软件/程序设计语言,journal
,Journal of Software: Evolution and Process,Wiley,http://dblp.uni-trier.de/db/journals/smr/,B,软件工程/系统软件/程序设计语言,journal
JSS,Journal of Systems and Software,Elsevier,http://dblp.uni-trier.de/db/journals/jss/,B,软件工程/系统软件/程序设计语言,journal
RE,Requirements Engineering,Springer,http://dblp.uni-trier.de/db/journals/re/,B,软件工程/系统软件/程序设计语言,journal
SCP,Science of Computer Programming,Elsevier,http://dblp.uni-trier.de/db/journals/scp/,B,软件工程/系统软件/程序设计语言,journal
SoSyM,Software and Systems Modeling,Springer,http://dblp.uni-trier.de/db/journals/sosym/,B,软件工程/系统软件/程序设计语言,journal
STVR,"Software Testing, Verification and Reliability",Wiley,http://dblp.uni-trier.de/db/journals/stvr/index.html,B,软件工程/系统软件/程序设计语言,journal
SPE,Software: Practice and Experience,Wiley,http://dblp.uni-trier.de/db/journals/spe/,B,软件工程/系统软件/程序设计语言,journal
CL,"Computer Languages, Systems and Structures",Elsevier,http://dblp.uni-trier.de/db/journals/cl/index.html,C,软件工程/系统软件/程序设计语言,journal
IJSEKE,International Journal of Software Engineering and Knowledge Engineering,World Scientific,http://dblp.uni-trier.de/db/journals/ijseke/index.html,C,软件工程/系统软件/程序设计语言,journal
STTT,International Journal of Software Tools for Technology Transfer,Springer,http://dblp.uni-trier.de/db/journals/sttt/,C,软件工程/系统软件/程序设计语言,journal
JLAMP,Journal of Logical and Algebraic Methods in Programming,Elsevier,https://dblp.uni-trier.de/db/journals/jlap/index.html,C,软件工程/系统软件/程序设计语言,journal
JWE,Journal of Web Engineering,Rinton Press,http://dblp.uni-trier.de/db/journals/jwe/,C,软件工程/系统软件/程序设计语言,journal
SOCA,Service Oriented Computing and Applications,Springer,http://dblp.uni-trier.de/db/journals/soca/,C,软件工程/系统软件/程序设计语言,journal
SQJ,Software Quality Journal,Springer,http://dblp.uni-trier.de/db/journals/sqj/,C,软件工程/系统软件/程序设计语言,journal
TPLP,Theory and Practice of Logic Programming,Cambridge University Press,http://dblp.uni-trier.de/db/journals/tplp/,C,软件工程/系统软件/程序设计语言,journal
PACM PL,Proceedings of the ACM on Programming Languages,ACM,https://dblp.org/db/journals/pacmpl/index.html,C,软件工程/系统软件/程序设计语言,journal
PLDI,ACM SIGPLAN Conference on Programming Language Design and Implementation,ACM,http://dblp.uni-trier.de/db/conf/pldi/,A,软件工程/系统软件/程序设计语言,conference
POPL,ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,ACM,http://dblp.uni-trier.de/db/conf/popl/,A,软件工程/系统软件/程序设计语言,conference
FSE,ACM International Conference on the Foundations of Software Engineering,ACM,http://dblp.uni-trier.de/db/conf/sigsoft/,A,软件工程/系统软件/程序设计语言,conference
SOSP,ACM Symposium on Operating Systems Principles,ACM,http://dblp.uni-trier.de/db/conf/sosp/,A,软件工程/系统软件/程序设计语言,conference
OOPSLA,"Conference on Object-Oriented Programming Systems, Languages,and Applications",ACM,http://dblp.uni-trier.de/db/conf/oopsla/,A,软件工程/系统软件/程序设计语言,conference
ASE,International Conference on Automated Software Engineering,IEEE/ACM,http://dblp.uni-trier.de/db/conf/kbse/,A,软件工程/系统软件/程序设计语言,conference
ICSE,International Conference on Software Engineering,ACM/IEEE,http://dblp.uni-trier.de/db/conf/icse/,A,软件工程/系统软件/程序设计语言,conference
ISSTA,International Symposium on Software Testing and Analysis,ACM,http://dblp.uni-trier.de/db/conf/issta/,A,软件工程/系统软件/程序设计语言,conference
OSDI,USENIX Symposium on Operating Systems Design and Implementations,USENIX,http://dblp.uni-trier.de/db/conf/osdi/,A,软件工程/系统软件/程序设计语言,conference
FM,International Symposium on Formal Methods,FME,http://dblp.uni-trier.de/db/conf/fm/,A,软件工程/系统软件/程序设计语言,conference
ECOOP,European Conference on Object-Oriented Programming,AITO,http://dblp.uni-trier.de/db/conf/ecoop/,B,软件工程/系统软件/程序设计语言,conference
ETAPS,European Joint Conferences on Theory and Practice of Software,Springer,http://dblp.uni-trier.de/db/conf/etaps/,B,软件工程/系统软件/程序设计语言,conference
ICPC,IEEE International Conference on Program Comprehension,IEEE,http://dblp.uni-trier.de/db/conf/iwpc/,B,软件工程/系统软件/程序设计语言,conference
RE,IEEE International Requirements Engineering Conference,IEEE,http://dblp.uni-trier.de/db/conf/re/,B,软件工程/系统软件/程序设计语言,conference
CAiSE,International Conference on Advanced Information Systems Engineering,Springer,http://dblp.uni-trier.de/db/conf/caise/,B,软件工程/系统软件/程序设计语言,conference
ICFP,ACM SIGPLAN International Conference on Function Programming,ACM,http://dblp.uni-trier.de/db/conf/icfp/,B,软件工程/系统软件/程序设计语言,conference
LCTES,"ACM SIGPLAN/SIGBED International Conference on Languages, Compilers andTools for Embedded Systems",ACM,http://dblp.uni-trier.de/db/conf/lctrts/,B,软件工程/系统软件/程序设计语言,conference
MoDELS,ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,"ACM, IEEE",http://dblp.uni-trier.de/db/conf/models/,B,软件工程/系统软件/程序设计语言,conference
CP,International Conference on Principles and Practice of Constraint Programming,Springer,http://dblp.uni-trier.de/db/conf/cp/,B,软件工程/系统软件/程序设计语言,conference
ICSOC,International Conference on Service Oriented Computing,Springer,http://dblp.uni-trier.de/db/conf/icsoc/,B,软件工程/系统软件/程序设计语言,conference
SANER,"IEEE International Conference on Software Analysis, Evolution,and Reengineering",IEEE,http://dblp.uni-trier.de/db/conf/wcre/,B,软件工程/系统软件/程序设计语言,conference
ICSME,International Conference on Software Maintenance and Evolution,IEEE,http://dblp.uni-trier.de/db/conf/icsm/,B,软件工程/系统软件/程序设计语言,conference
VMCAI,"International Conference on Verification,Model Checking, and Abstract Interpretation",Springer,http://dblp.uni-trier.de/db/conf/vmcai/,B,软件工程/系统软件/程序设计语言,conference
ICWS,IEEE International Conference on Web Services,IEEE,http://dblp.uni-trier.de/db/conf/icws/,B,软件工程/系统软件/程序设计语言,conference
Middleware,International Middleware Conference,ACM/IFIP/ USENIX,http://dblp.uni-trier.de/db/conf/middleware/,B,软件工程/系统软件/程序设计语言,conference
SAS,International Static Analysis Symposium,Springer,http://dblp.uni-trier.de/db/conf/sas/,B,软件工程/系统软件/程序设计语言,conference
ESEM,International Symposium on Empirical Software Engineering and Measurement,ACM/IEEE,http://dblp.uni-trier.de/db/conf/esem/,B,软件工程/系统软件/程序设计语言,conference
ISSRE,IEEE International Symposium on Software Reliability Engineering,IEEE,http://dblp.uni-trier.de/db/conf/issre/,B,软件工程/系统软件/程序设计语言,conference
HotOS,USENIX Workshop on Hot Topics in Operating Systems,USENIX,http://dblp.uni-trier.de/db/conf/hotos/,B,软件工程/系统软件/程序设计语言,conference
PEPM,ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,ACM,http://dblp.uni-trier.de/db/conf/pepm/,C,软件工程/系统软件/程序设计语言,conference
PASTE,ACMSIGPLAN-SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,ACM,http://dblp.uni-trier.de/db/conf/paste/,C,软件工程/系统软件/程序设计语言,conference
APLAS,Asian Symposium on Programming Languages and Systems,Springer,http://dblp.uni-trier.de/db/conf/aplas/,C,软件工程/系统软件/程序设计语言,conference
APSEC,Asia-Pacific Software Engineering Conference,IEEE,http://dblp.uni-trier.de/db/conf/apsec/,C,软件工程/系统软件/程序设计语言,conference
EASE,International Conference on Evaluation and Assessment in Software Engineering,ACM,http://dblp.uni-trier.de/db/conf/ease/,C,软件工程/系统软件/程序设计语言,conference
ICECCS,International Conference on Engineering of Complex Computer Systems,IEEE,http://dblp.uni-trier.de/db/conf/iceccs/,C,软件工程/系统软件/程序设计语言,conference
ICST,"IEEE International Conference on Software Testing, Verification and Validation",IEEE,http://dblp.uni-trier.de/db/conf/icst/,C,软件工程/系统软件/程序设计语言,conference
ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,IEEE,http://dblp.uni-trier.de/db/conf/ispass/,C,软件工程/系统软件/程序设计语言,conference
SCAM,IEEE International Working Conference on Source Code Analysis and Manipulation,IEEE,http://dblp.uni-trier.de/db/conf/scam/,C,软件工程/系统软件/程序设计语言,conference
COMPSAC,International Computer Software and Applications Conference,IEEE,http://dblp.uni-trier.de/db/conf/compsac/,C,软件工程/系统软件/程序设计语言,conference
ICFEM,International Conference on Formal Engineering Methods,Springer,http://dblp.uni-trier.de/db/conf/icfem/,C,软件工程/系统软件/程序设计语言,conference
SSE,IEEE International Conference on Software Services Engineering,IEEE,http://dblp.uni-trier.de/db/conf/IEEEscc/,C,软件工程/系统软件/程序设计语言,conference
ICSSP,International Conference on Software and System Process,ISPA,http://dblp.uni-trier.de/db/conf/ispw/,C,软件工程/系统软件/程序设计语言,conference
SEKE,International Conference on Software Engineering and Knowledge Engineering,KSI,http://dblp.uni-trier.de/db/conf/seke/,C,软件工程/系统软件/程序设计语言,conference
QRS,"International Conference on Software Quality, Reliability and Security",IEEE,http://paris.utdallas.edu/qrs/,C,软件工程/系统软件/程序设计语言,conference
ICSR,International Conference on Software Reuse,Springer,http://dblp.uni-trier.de/db/conf/icsr/,C,软件工程/系统软件/程序设计语言,conference
ICWE,International Conference on Web Engineering,Springer,http://dblp.uni-trier.de/db/conf/icwe/,C,软件工程/系统软件/程序设计语言,conference
SPIN,International Symposium on Model Checking of Software,Springer,http://dblp.uni-trier.de/db/conf/spin/index.html,C,软件工程/系统软件/程序设计语言,conference
ATVA,International Symposium on Automated Technology for Verification and Analysis,Springer,http://dblp.uni-trier.de/db/conf/atva/,C,软件工程/系统软件/程序设计语言,conference
LOPSTR,International Symposium on Logic-based Program Synthesis and Transformation,Springer,http://dblp.uni-trier.de/db/conf/lopstr/,C,软件工程/系统软件/程序设计语言,conference
TASE,Theoretical Aspects of Software Engineering Conference,IEEE,http://dblp.uni-trier.de/db/conf/tase/,C,软件工程/系统软件/程序设计语言,conference
MSR,Mining Software Repositories,IEEE/ACM,http://dblp.uni-trier.de/db/conf/msr/,C,软件工程/系统软件/程序设计语言,conference
REFSQ,Requirements Engineering: Foundation for Software Quality,Springer,http://dblp.uni-trier.de/db/conf/refsq/,C,软件工程/系统软件/程序设计语言,conference
WICSA,Working IEEE/IFIP Conference on Software Architecture,IEEE,http://dblp.uni-trier.de/db/conf/wicsa/,C,软件工程/系统软件/程序设计语言,conference
Internetware,Asia-Pacific Symposium on Internetware,ACM,https://dblp.org/db/conf/internetware/index.html,C,软件工程/系统软件/程序设计语言,conference
RV,International Conference on Runtime Verification,Springer,https://dblp.org/db/conf/rv/index.html,C,软件工程/系统软件/程序设计语言,conference
TODS,ACM Transactions on Database Systems,ACM,http://dblp.uni-trier.de/db/journals/tods/,A,数据库/数据挖掘/内容检索,journal
TOIS,ACM Transactions on Information Systems,ACM,http://dblp.uni-trier.de/db/journals/tois/,A,数据库/数据挖掘/内容检索,journal
TKDE,IEEE Transactions on Knowledge and Data Engineering,IEEE,http://dblp.uni-trier.de/db/journals/tkde/,A,数据库/数据挖掘/内容检索,journal
VLDBJ,The VLDB Journal,Springer,http://dblp.uni-trier.de/db/journals/vldb/,A,数据库/数据挖掘/内容检索,journal
TKDD,ACM Transactions on Knowledge Discovery from Data,ACM,http://dblp.uni-trier.de/db/journals/tkdd/,B,数据库/数据挖掘/内容检索,journal
TWEB,ACM Transactions on the Web,ACM,http://dblp.uni-trier.de/db/journals/tweb/,B,数据库/数据挖掘/内容检索,journal
AEI,Advanced Engineering Informatics,Elsevier,http://dblp.uni-trier.de/db/journals/aei/,B,数据库/数据挖掘/内容检索,journal
DKE,Data & Knowledge Engineering,Elsevier,http://dblp.uni-trier.de/db/journals/dke/,B,数据库/数据挖掘/内容检索,journal
DMKD,Data Mining and Knowledge Discovery,Springer,http://dblp.uni-trier.de/db/journals/datamine/,B,数据库/数据挖掘/内容检索,journal
EJIS,European Journal of Information Systems,The OR Society,http://dblp.uni-trier.de/db/journals/ejis/,B,数据库/数据挖掘/内容检索,journal
,GeoInformatica,Springer,http://dblp.uni-trier.de/db/journals/geoinformatica/,B,数据库/数据挖掘/内容检索,journal
IPM,Information Processing and Management,Elsevier,http://dblp.uni-trier.de/db/journals/ipm/,B,数据库/数据挖掘/内容检索,journal
,Information Sciences,Elsevier,http://dblp.uni-trier.de/db/journals/isci/,B,数据库/数据挖掘/内容检索,journal
IS,Information Systems,Elsevier,http://dblp.uni-trier.de/db/journals/is/,B,数据库/数据挖掘/内容检索,journal
JASIST,Journal of the Association for Information Science and Technology,Wiley,http://dblp.uni-trier.de/db/journals/jasis/,B,数据库/数据挖掘/内容检索,journal
JWS,Journal of Web Semantics,Elsevier,http://dblp.uni-trier.de/db/journals/ws/,B,数据库/数据挖掘/内容检索,journal
KAIS,Knowledge and Information Systems,Springer,http://dblp.uni-trier.de/db/journals/kais/,B,数据库/数据挖掘/内容检索,journal
DPD,Distributed and Parallel Databases,Springer,http://dblp.uni-trier.de/db/journals/dpd/,C,数据库/数据挖掘/内容检索,journal
I&M,Information & Management,Elsevier,http://dblp.uni-trier.de/db/journals/iam/,C,数据库/数据挖掘/内容检索,journal
IPL,Information Processing Letters,Elsevier,http://dblp.uni-trier.de/db/journals/ipl/,C,数据库/数据挖掘/内容检索,journal
IR,Information Retrieval Journal,Springer,http://dblp.uni-trier.de/db/journals/ir/,C,数据库/数据挖掘/内容检索,journal
IJCIS,International Journal of Cooperative Information Systems,World Scientific,http://dblp.uni-trier.de/db/journals/ijcis/,C,数据库/数据挖掘/内容检索,journal
IJGIS,International Journal of Geographical Information Science,Taylor & Francis,http://dblp.uni-trier.de/db/journals/gis/,C,数据库/数据挖掘/内容检索,journal
IJIS,International Journal of Intelligent Systems,Wiley,http://dblp.uni-trier.de/db/journals/ijis/,C,数据库/数据挖掘/内容检索,journal
IJKM,International Journal of Knowledge Management,IGI,http://dblp.uni-trier.de/db/journals/ijkm/,C,数据库/数据挖掘/内容检索,journal
IJSWIS,International Journal on Semantic Web and Information Systems,IGI,http://dblp.uni-trier.de/db/journals/ijswis/,C,数据库/数据挖掘/内容检索,journal
JCIS,Journal of Computer Information Systems,IACIS,http://dblp.uni-trier.de/db/journals/jcis/,C,数据库/数据挖掘/内容检索,journal
JDM,Journal of Database Management,IGI-Global,http://dblp.uni-trier.de/db/journals/jdm/,C,数据库/数据挖掘/内容检索,journal
JGITM,Journal of Global Information Technology Management,Ivy League Publishing,https://dblp.org/db/journals/jgim/index.html,C,数据库/数据挖掘/内容检索,journal
JIIS,Journal of Intelligent Information Systems,Springer,http://dblp.uni-trier.de/db/journals/jiis/,C,数据库/数据挖掘/内容检索,journal
JSIS,The Journal of Strategic Information Systems,Elsevier,http://dblp.uni-trier.de/db/journals/jsis/,C,数据库/数据挖掘/内容检索,journal
DSE,Data Science and Engineering,CCF,https://dblp.org/db/journals/dase/index.html,C,数据库/数据挖掘/内容检索,journal
SIGMOD,ACM SIGMOD Conference,ACM,http://dblp.uni-trier.de/db/conf/sigmod/,A,数据库/数据挖掘/内容检索,conference
SIGKDD,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,ACM,http://dblp.uni-trier.de/db/conf/kdd/,A,数据库/数据挖掘/内容检索,conference
ICDE,IEEE International Conference on Data Engineering,IEEE,http://dblp.uni-trier.de/db/conf/icde/,A,数据库/数据挖掘/内容检索,conference
SIGIR,International ACM SIGIR Conference on Research and Development in Information Retrieval,ACM,http://dblp.uni-trier.de/db/conf/sigir/,A,数据库/数据挖掘/内容检索,conference
VLDB,International Conference on Very Large Data Bases,Morgan Kaufmann,http://dblp.uni-trier.de/db/conf/vldb/,A,数据库/数据挖掘/内容检索,conference
CIKM,ACM International Conference on Information and Knowledge Management,ACM,http://dblp.uni-trier.de/db/conf/cikm/,B,数据库/数据挖掘/内容检索,conference
WSDM,ACM International Conference on Web Search and Data Mining,ACM,http://dblp.uni-trier.de/db/conf/wsdm/,B,数据库/数据挖掘/内容检索,conference
PODS,ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems,ACM,http://dblp.uni-trier.de/db/conf/pods/,B,数据库/数据挖掘/内容检索,conference
DASFAA,International Conference on Database Systems for Advanced Applications,Springer,http://dblp.uni-trier.de/db/conf/dasfaa/,B,数据库/数据挖掘/内容检索,conference
ECML-PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,Springer,http://dblp.uni-trier.de/db/conf/ecml/,B,数据库/数据挖掘/内容检索,conference
ISWC,IEEE International Semantic Web Conference,IEEE,http://dblp.uni-trier.de/db/conf/semweb/,B,数据库/数据挖掘/内容检索,conference
ICDM,IEEE International Conference on Data Mining,IEEE,http://dblp.uni-trier.de/db/conf/icdm/,B,数据库/数据挖掘/内容检索,conference
ICDT,International Conference on Database Theory,Springer,http://dblp.uni-trier.de/db/conf/icdt/,B,数据库/数据挖掘/内容检索,conference
EDBT,International Conference on Extending DatabaseTechnology,Springer,http://dblp.uni-trier.de/db/conf/edbt/,B,数据库/数据挖掘/内容检索,conference
CIDR,Conference on Innovative DataSystems Research,Online Proceeding,http://dblp.uni-trier.de/db/conf/cidr/,B,数据库/数据挖掘/内容检索,conference
SDM,SIAM International Conference on Data Mining,SIAM,http://dblp.uni-trier.de/db/conf/sdm/,B,数据库/数据挖掘/内容检索,conference
RecSys,ACM Conference on Recommender Systems,ACM,https://dblp.org/db/conf/recsys/index.html,B,数据库/数据挖掘/内容检索,conference
APWeb,Asia Pacific Web Conference,Springer,http://dblp.uni-trier.de/db/conf/apweb/,C,数据库/数据挖掘/内容检索,conference
DEXA,International Conference on Database and Expert System Applications,Springer,http://dblp.uni-trier.de/db/conf/dexa/,C,数据库/数据挖掘/内容检索,conference
ECIR,European Conference on Information Retrieval,Springer,http://dblp.uni-trier.de/db/conf/ecir/,C,数据库/数据挖掘/内容检索,conference
ESWC,Extended Semantic Web Conference,Elsevier,http://dblp.uni-trier.de/db/conf/esws/,C,数据库/数据挖掘/内容检索,conference
WebDB,International Workshop on Web andDatabases,ACM,http://dblp.uni-trier.de/db/conf/webdb/,C,数据库/数据挖掘/内容检索,conference
ER,International Conference on Conceptual Modeling,Springer,http://dblp.uni-trier.de/db/conf/er/,C,数据库/数据挖掘/内容检索,conference
MDM,International Conference on Mobile Data Management,IEEE,http://dblp.uni-trier.de/db/conf/mdm/,C,数据库/数据挖掘/内容检索,conference
SSDBM,International Conference on Scientific andStatistical Database Management,IEEE,http://dblp.uni-trier.de/db/conf/ssdbm/,C,数据库/数据挖掘/内容检索,conference
WAIM,International Conference on Web Age Information Management,Springer,http://dblp.uni-trier.de/db/conf/waim/,C,数据库/数据挖掘/内容检索,conference
SSTD,International Symposium on Spatial and Temporal Databases,Springer,http://dblp.uni-trier.de/db/conf/ssd/,C,数据库/数据挖掘/内容检索,conference
PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,Springer,http://dblp.uni-trier.de/db/conf/pakdd/,C,数据库/数据挖掘/内容检索,conference
WISE,Web Information Systems Engineering,Springer,http://dblp.uni-trier.de/db/conf/wise/,C,数据库/数据挖掘/内容检索,conference
ADMA,International Conference on Advanced Data Mining and Applications,Springer,https://dblp.org/db/conf/adma/index.html,C,数据库/数据挖掘/内容检索,conference
TIT,IEEE Transactions on Information Theory,IEEE,http://dblp.uni-trier.de/db/journals/tit/,A,计算机科学理论,journal
IANDC,Information and Computation,Elsevier,http://dblp.uni-trier.de/db/journals/iandc/,A,计算机科学理论,journal
SICOMP,SIAM Journal on Computing,SIAM,http://dblp.uni-trier.de/db/journals/siamcomp/,A,计算机科学理论,journal
TALG,ACM Transactions on Algorithms,ACM,http://dblp.uni-trier.de/db/journals/talg/,B,计算机科学理论,journal
TOCL,ACM Transactions on Computational Logic,ACM,http://dblp.uni-trier.de/db/journals/tocl/,B,计算机科学理论,journal
TOMS,ACM Transactions on Mathematical Software,ACM,http://dblp.uni-trier.de/db/journals/toms/,B,计算机科学理论,journal
Algorithmica,Algorithmica,Springer,http://dblp.uni-trier.de/db/journals/algorithmica/,B,计算机科学理论,journal
CC,Computational complexity,Springer,http://dblp.uni-trier.de/db/journals/cc/,B,计算机科学理论,journal
FAC,Formal Aspects of Computing,Springer,http://dblp.uni-trier.de/db/journals/fac/,B,计算机科学理论,journal
FMSD,Formal Methods in System Design,Springer,http://dblp.uni-trier.de/db/journals/fmsd/,B,计算机科学理论,journal
INFORMS,INFORMS Journal on Computing,INFORMS,http://dblp.uni-trier.de/db/journals/informs/,B,计算机科学理论,journal
JCSS,Journal of Computer and System Sciences,Elsevier,http://dblp.uni-trier.de/db/journals/jcss/,B,计算机科学理论,journal
JGO,Journal of Global Optimization,Springer,http://dblp.uni-trier.de/db/journals/jgo/,B,计算机科学理论,journal
JSC,Journal of Symbolic Computation,Elsevier,http://dblp.uni-trier.de/db/journals/jsc/,B,计算机科学理论,journal
MSCS,Mathematical Structures in Computer Science,Cambridge University Press,http://dblp.uni-trier.de/db/journals/mscs/,B,计算机科学理论,journal
TCS,Theoretical Computer Science,Elsevier,http://dblp.uni-trier.de/db/journals/tcs/,B,计算机科学理论,journal
ACTA,Acta Informatica,Springer,http://dblp.uni-trier.de/db/journals/acta/,C,计算机科学理论,journal
APAL,Annals of Pure and Applied Logic,Elsevier,http://dblp.uni-trier.de/db/journals/apal/,C,计算机科学理论,journal
DAM,Discrete Applied Mathematics,Elsevier,http://dblp.uni-trier.de/db/journals/dam/,C,计算机科学理论,journal
FUIN,Fundamenta Informaticae,IOS Press,http://dblp.uni-trier.de/db/journals/fuin/,C,计算机科学理论,journal
IPL,Information Processing Letters,Elsevier,http://dblp.uni-trier.de/db/journals/ipl/,C,计算机科学理论,journal
JCOMPLEXITY,Journal of Complexity,Elsevier,http://dblp.uni-trier.de/db/journals/jc/,C,计算机科学理论,journal
LOGCOM,Journal of Logic and Computation,Oxford University Press,http://dblp.uni-trier.de/db/journals/logcom/                                     ,C,计算机科学理论,journal
JSL,The Journal of Symbolic Logic,Association for Symbolic Logic,http://dblp.uni-trier.de/db/journals/jsyml/,C,计算机科学理论,journal
LMCS,Logical Methods in Computer Science,LMCS,http://dblp.uni-trier.de/db/journals/lmcs/,C,计算机科学理论,journal
SIDMA,SIAM Journal on Discrete Mathematics,SIAM,http://dblp.uni-trier.de/db/journals/siamdm/,C,计算机科学理论,journal
,Theory of Computing Systems,Springer,http://dblp.uni-trier.de/db/journals/mst/,C,计算机科学理论,journal
STOC,ACM Symposium on Theory of Computing,ACM,http://dblp.uni-trier.de/db/conf/stoc/ ,A,计算机科学理论,conference
SODA,ACM-SIAM Symposium on Discrete Algorithms,SIAM,http://dblp.uni-trier.de/db/conf/soda/,A,计算机科学理论,conference
CAV,International Conference on Computer Aided Verification,Springer,http://dblp.uni-trier.de/db/conf/cav/,A,计算机科学理论,conference
FOCS,IEEE Annual Symposium on Foundations of Computer Science,IEEE,http://dblp.uni-trier.de/db/conf/focs/,A,计算机科学理论,conference
LICS,ACM/IEEE Symposium on Logic in Computer Science,IEEE,http://dblp.uni-trier.de/db/conf/lics/,A,计算机科学理论,conference
SoCG,International Symposium on Computational Geometry,ACM,http://dblp.uni-trier.de/db/conf/compgeom/,B,计算机科学理论,conference
ESA,European Symposium on Algorithms,Springer,http://dblp.uni-trier.de/db/conf/esa/,B,计算机科学理论,conference
CCC,Conference on Computational Complexity,IEEE,http://dblp.uni-trier.de/db/conf/coco/,B,计算机科学理论,conference
ICALP,"International Colloquium on Automata, Languages and Programming",Springer,http://dblp.uni-trier.de/db/conf/icalp/,B,计算机科学理论,conference
,International Conference on Automated Deduction/International Joint Conference on Automated Reasoning,Springer,http://dblp.uni-trier.de/db/conf/cade/,B,计算机科学理论,conference
CONCUR,International Conference on Concurrency Theory,Springer,http://dblp.uni-trier.de/db/conf/concur/,B,计算机科学理论,conference
HSCC,International Conference on Hybrid Systems: Computation and Control,Springer and ACM,http://dblp.uni-trier.de/db/conf/hybrid/,B,计算机科学理论,conference
SAT,International Conference on Theory and Applications of Satisfiability Testing,Springer,http://dblp.uni-trier.de/db/conf/sat/,B,计算机科学理论,conference
COCOON,International Computing and Combinatorics Conference,Springer,https://dblp.org/db/conf/cocoon/index.html,B,计算机科学理论,conference
CSL,Computer Science Logic,Springer,http://dblp.uni-trier.de/db/conf/csl/,C,计算机科学理论,conference
FMCAD,Formal Method in Computer-Aided Design,ACM,http://dblp.uni-trier.de/db/conf/fmcad/,C,计算机科学理论,conference
FSTTCS,Foundations of Software Technology and Theoretical Computer Science,Indian Association for Research in Computing Science,http://dblp.uni-trier.de/db/conf/fsttcs/,C,计算机科学理论,conference
DSAA,IEEE International Conference on Data Science and Advanced Analytics,​IEEE,https://dblp.uni-trier.de/db/conf/dsaa/,C,计算机科学理论,conference
ICTAC,International Colloquium on Theoretical Aspects of Computing,Springer,http://dblp.uni-trier.de/db/conf/ictac/,C,计算机科学理论,conference
IPCO,International Conference on Integer Programming and Combinatorial Optimization,Springer,http://dblp.uni-trier.de/db/conf/ipco/,C,计算机科学理论,conference
RTA,International Conference on Rewriting Techniques and Applications,Springer,http://dblp.uni-trier.de/db/conf/rta/,C,计算机科学理论,conference
ISAAC,International Symposium on Algorithms and Computation,Springer,http://dblp.uni-trier.de/db/conf/isaac/,C,计算机科学理论,conference
MFCS,International Conference on Mathematical Foundations of Computer Science,Springer,http://dblp.uni-trier.de/db/conf/mfcs/,C,计算机科学理论,conference
STACS,Symposium on Theoretical Aspects of Computer Science,Springer,http://dblp.uni-trier.de/db/conf/stacs/,C,计算机科学理论,conference
SETTA,"International Symposium on Dependable Software Engineering: Theories, Tools, and Applications",Springer,https://dblp.org/db/conf/setta/index.html,C,计算机科学理论,conference
